store_name,city_name,full_address,Coordinates(Longtude/Latitude),phone_no,store_timing
 Vishal Mega Mart ,Jaipur," Plot No 1, Elevated Ajmer Road, Opposite Government Hostel, Gopalbari, Jaipur, Rajasthan 302006","26.9171308,75.8005335",0721 7888 147 ,08:00 AM to 08:00 PM
 Vishal Mega Mart ,Panchkula," SCO No 104 and 105, Sector 5, Sector 5, Panchkula, Haryana 134113","30.7004084,76.8569162",0721 7887 918 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Mainpuri," Shop No 1255, Mauja - Auden Padariya, Karhal Choraha, Near Pushkar Talkies, Agrawal Mohalla, Mainpuri, Uttar Pradesh 205001","27.2188556,79.023982",0931 5477 768 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Nainital," Pritam Tower, Nainital Road, Vaishali Colony, Opposite Naini Valley School, Bhotia Parao, Nainital, Uttarakhand 263126","29.2413523,79.5352532",0721 7888 273 ,08:00 AM to 09:00 PM
 Vishal Mega Mart ,Pauri Garhwal," Bhadrintha Margh, Gahad Lagga Gawana, Srikot, Opposite Medical College, Srinagar, Pauri Garhwal, Uttarakhand 246174","30.22676,78.82166",0863 0493 194 ,09:00 AM to 10:00 PM
 Vishal Mega Mart ,Fatehgarh Sahib," Bassir Road, Shamsher Nagar, Near Aam Khas Bagh, Sirhind, Fatehgarh Sahib, Punjab 140406","30.6326412,76.3912371",0828 7947 136 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Jaipur," Ever Shine Tower, Amrapali Circle, Vaishali Nagar, Jaipur, Rajasthan 302021","26.9113,75.743297",0721 7888 097 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Rupnagar," SCO No 3, Phase-5, Mohali, Sas Nagar, Rupnagar, Punjab 160055","30.7140445,76.7111493",0993 5929 286 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Jaipur," Gandhi Path Road, Nemi Nagar, Opposite Neelkanth Ivf Hospital, Sanjay Nagar, Jaipur, Rajasthan 302021","26.9056841,75.742038",0870 0279 624 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Jaipur," Gopalpura Bypass Road, Gangaram Nagar, Shri Gopal Nagar, Near Canara Bank Jaipur, Arjun Nagar, Jaipur, Rajasthan 302020","26.8768528,75.7731132",0962 5215 640 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Jaipur," Tonk Road, Mahaveer Nagar, Adjacent Jaipur Hospital, Mahaveer Nagar, Jaipur, Rajasthan 302018","26.8576138,75.795052",0772 8864 028 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Rupnagar," Kharar-Landran Road, Opposite Shivalik City Gate No 1, Kharar, Rupnagar, Punjab 140307","30.7286141,76.6493329",0931 5504 329 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Panchkula," Ramnagar Kalka, Pinjore, Near Police Station, Kalka, Panchkula, Haryana 133302","30.8219182,76.9234723",0124 4555 100 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Sangrur," Plot No 1, Dis Truck Union Chowk, Thandi Sadak, Somsons Colony, Malerkotla, Sangrur, Punjab 148023","30.5149096,75.8852717",0931 5474 675 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Rewa," Adjacent Ganga Public School, Dattpura, Morena, Near Gopinath ki Pulia, Huzur, Rewa, Madhya Pradesh 486001","26.500742,77.998591",0,09:00 AM to 10:00 PM
 Vishal Mega Mart ,Ludhiana," Grand Trunk Road, City Tower, Near Bus Stand, Khanna, Ludhiana, Punjab 141401","30.700698,76.2288141",0721 7888 396 ,09:00 AM to 05:30 PM
 Vishal Mega Mart ,Pilibhit," Bypass Road, Next to Nirmal Tvs Showroom, Near Chhatri Chowk, Ballabh Nagar Colony, Pilibhit, Uttar Pradesh 262001","28.6203277,79.8091848",0626 0075 630 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Solan," Mall Road, Near Anand Cinema Complex, Lawi Khurd, Solan, Himachal Pradesh 173212","30.9095108,77.1003526",0721 7888 403 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Almora," LR Shah Road Jagannath Talkies, Dharanaula, Almora, Uttarakhand 263601","29.6014388,79.6631624",0782 7940 197 ,08:00 AM to 09:00 PM
 Vishal Mega Mart ,Solan," Doon Metro Mall, the Nalagarh - Sai Road, Village Guler Wala, Baddi, Solan, Himachal Pradesh 173205","30.9503616,76.8097316",0721 7888 408 ,08:00 AM to 08:00 PM
 Vishal Mega Mart ,Rupnagar," Bela Road, Village Shampura, Near HMT Resort, Shampura, Rupnagar, Punjab 140001","30.9559141,76.5126923",0752 9000 118 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Farrukhabad," Fatehgarh Road, Near Badri Vishal College, Devrampur, Farrukhabad, Uttar Pradesh 209601","27.385381,79.590858",0721 7888 248 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Farrukhabad," Bevar Road, Bholepur, Farrukhabad, Uttar Pradesh 209602","27.3715764,79.6077887",0931 5961 621 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Shimla," Moon International Hotel Complex, Near HP Secretriat, Chotta Shimla, Shimla, Himachal Pradesh 171002","31.0882765,77.1823504",0721 7888 409 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Shimla," Near Dhalli Tunnel, Opposite Post Office, Sanjauli, Shimla, Himachal Pradesh 171006","31.1030547,77.1993131",0721 7887 998 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gwalior," Bohdapur Road, Near Bharat Petroleum, Transport Nagar, Gwalior, Madhya Pradesh 474010","26.2342742,78.1470075",0995 3785 604 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bathinda," Hazi Rattan, National Highway 64, Near State Bank of Patiala, Guru Ki Nagri, Bathinda, Punjab 151001","30.1965697,74.947978",0721 7888 230 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gwalior," Pinto park, Near Darshan Petrol Pump, Gayatri Nagar, Gwalior, Madhya Pradesh 474005","26.24654108,78.2171652",0,09:00 AM to 10:00 PM
 Vishal Mega Mart ,Ludhiana," Dhandran Road, Hp Petrol Pump, Janta Enclave, Ludhiana, Punjab 141013","30.8579885,75.8398774",0817 8024 162 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gwalior," Shop No M-12, Ground Floor, Kherapati Colony, Gwalior, Madhya Pradesh 474002","26.2175135,78.171064",0782 7933 967 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gwalior," Ground Floor, Thatipur Main Road, Gird, Gwalior, Madhya Pradesh 474011","26.2050458,78.1621389",0782 7925 820 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gwalior," Shop No C-5, Opposite Hotel Central Park, City Center, Gwalior, Madhya Pradesh 474009","26.2111211,78.1871998",0721 7887 949 ,08:00 AM to 06:00 PM
 Vishal Mega Mart ,Ludhiana," SCO No 4, 5, 6, Chandigarh Road, Near Vardhman Mill, Sector 32A, Ludhiana, Punjab 141001","30.9064258,75.8935601",0721 7888 384 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Ludhiana," Euphoria Tower, 2435, Ferozpur Road, Maharaj Nagar, Ludhiana, Punjab 141001","30.898132,75.8196279",0721 7887 938 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Nawanshahr," Kahatoni No-25, Garhshankar-Nawanshahr Road, Near Rampa Bajaj Auto, Garshankar, Nawanshahr, Punjab 144514","31.1403919,76.1210633",0721 7888 258 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bilaspur," Purnam the Mall, Court Road, Cinema Colony, Kosrian Sector, Bilaspur, Himachal Pradesh 174001","31.3401081,76.7646957",0828 7947 153 ,09:00 AM to 09:00 PM
 Vishal Mega Mart ,Pithoragarh," Jhoolaghat Road, Bin Patti Mahar, Near APS Chowk, Bin Pitthoragarh, Pithoragarh, Uttarakhand 262501","29.578921,80.2321794",0827 9862 194 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Moga," Sunny Tower, Friends Colony, Near Town Hall Main Bazar, Friends Colony, Moga, Punjab 142001","30.8183333,75.1726272",0721 7888 256 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Kannauj," Markand Nagar, Mauja Yusufpurb Bhagwan, Near Narayan Cinema, Makrand Nagar, Kannauj, Uttar Pradesh 209725","27.0478374,79.9108128",0817 8807 961 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Hardoi," Chungi, Near Lucknow Chungi, Industrial Area, Hardoi, Uttar Pradesh 241001","27.3859569,80.1351788",0817 8806 402 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Kapurthala," Grand Trunk Road, Near Bus Stand, Phagwara, Kapurthala, Punjab 144401","31.2204351,75.7687901",0721 7888 255 ,08:00 AM to 09:00 PM
 Vishal Mega Mart ,Faridkot," Circular Road, Kamiana, Near Dolphin Chowk, Ajit Nagar, Faridkot, Punjab 151203","30.66968,74.754159",0124 4555 100 ,09:00 AM to 10:00 PM
 Vishal Mega Mart ,Una," Near DC Office, Opposite Krishi Bhawan, Badsala, Una, Himachal Pradesh 174303","31.4668904,76.2613248",0935 4575 158 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Auraiya," Kanpur Road, Brahm Nagar, Near HDFC Bank, Hashmat Nagar, Auraiya, Uttar Pradesh 206122","26.4587112,79.5132034",0931 1713 411 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Hamirpur," Kashmiri Tower, Hamirpur - Kangra Road, Pakka Bharo, Hamirpur, Himachal Pradesh 177001","31.5531343,76.614761",0962 5215 646 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Muktsar," Bhullar Colony, Kotkapura Road, Near HDFC Bank, Sri Muktsar Sahib, Muktsar, Punjab 152026","30.4764397,74.5270949",0721 7887 973 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Jalandhar," Shakti Tower Swani Motors Bmc Chowk, Bmc Chowk, Jalandhar, Punjab 144001","31.3171494,75.588274",0721 7888 359 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Firozpur," Old Fazilka Road, Opposite New Grain Market, Abohar, Firozpur, Punjab 152116","30.1551676,74.1931297",0721 7887 939 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Jalandhar," Kapurthala Road, Chowk, Near Joshi Hospital, Adarsh Nagar, Jalandhar, Punjab 144001","31.3342622,75.5636886",0887 2012 221 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Mandi," College Road, Mangvayin, Mandi, Himachal Pradesh 175001","31.7011048,76.9349767",0721 7888 435 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Ajmer," Jaipur Road, Police Lines, Ramganj, Ajmer, Rajasthan 305001","26.4782846,74.657589",0124 4555 100 ,08:00 AM to 09:00 PM
 Vishal Mega Mart ,Hoshiarpur," Shop No 202/203 Model Town, Bus Stand Road, Model Colony, Hoshiarpur, Punjab 146001","31.5352728,75.9038728",0721 7888 145 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Ganganagar," Block 9C, Ravinder Path, Sri Ganga Nagar, Near Birbal Chowk, Birbal Chowk, Ganganagar, Rajasthan 335001","29.9272737,73.8748707",0721 7888 269 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Kheri," Mohalla Sankata Devi, Mela Maidan Road, Khaprel Bazar, Opposite Basant Cinema, Lakhimpur, Kheri, Uttar Pradesh 262701","27.9501772,80.7773507",0721 7888 245 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Sitapur," Bus Stand Road, Near Rajasthani Hotel, Munshigunj, Sitapur, Uttar Pradesh 261001","27.5839037,80.666356",0782 7954 735 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Firozpur," Malwal Road, Cantonment Area, Firozpur, Punjab 152002","30.917004,74.599485",0721 7888 262 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Jalaun," Gandhi Nagar, Near Moni Baba Mandir, Orai, Jalaun, Uttar Pradesh 285001","25.9832482,79.452145",0817 8024 166 ,09:00 AM to 09:00 PM
 Vishal Mega Mart ,Kanpur," Kalyanpur-Vijay Nagar Road, Awas Vikas Ambedkar Puram, Kalyanpur, Kanpur, Uttar Pradesh 208017","26.4898087,80.2522077",0931 5475 379 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Tarn Taran," Amritsar Road, Guru Teg Bahadur Nagar, Opposite Power House, Bahadur Nagar, Tarn Taran, Punjab 143401","31.4599021,74.9216406",0931 1713 415 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bikaner," Shiv Shakti Mall, Dak Bangla, Daga Maidan, Dhobi Talai, Bikaner, Rajasthan 334001","28.0131275,73.3150239",0721 7888 268 ,08:00 AM to 09:00 PM
 Vishal Mega Mart ,Kanpur," Shop No 111, 18A, GT Road, Near Hanuman Mandir, Sarvodaya Nagar, Kanpur, Uttar Pradesh 208002","26.4744808,80.3118568",0721 7888 265 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Kanpur," Govind Nagar, Near Regency Hospital, Govind Nagar, Kanpur, Uttar Pradesh 208006","26.4471462,80.317108",0782 7933 964 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Kanpur," Shop No 3/2C, the Mall Road, Noronha Crossing, Canal Patri, Kanpur, Uttar Pradesh 208001","26.4626923,80.3594119",0782 7943 414 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Kanpur," Gopinath Puram, Besides Kailash Vatika, Shuklaganj, Kanpur, Uttar Pradesh 209861","26.4823984,80.3891603",0842 9173 401 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Kangra," Palampur Road, Berachah, Palampur, Kangra, Himachal Pradesh 176061","32.1050733,76.5338667",0962 5215 629 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Jhansi," Shop No 101, Kanpur Road, Near Bus Stand, Jalpora, Jhansi, Uttar Pradesh 284001","26.4132951,80.3395492",0790 6258 787 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Kanpur," Lal Bangla Road, Lal Bangla Street, Near Lal Bangla Police Chowki, Charari, Kanpur, Uttar Pradesh 208007","26.424543,80.3878825",0931 1713 419 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Kangra," Bali Complex College Road Chowk, Near Tehsil, New Kangra, Kangra, Himachal Pradesh 176001","32.1051894,76.273499",0721 7888 314 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Ajmer," Railway Station Road, National Highway 8, Inside Modi City Centre, Beawar, Ajmer, Rajasthan 305901","26.1045563,74.3123088",0721 7888 272 ,07:00 AM to 08:00 PM
 Vishal Mega Mart ,Gurdaspur," Jal andhar Road, Shastri Nagar, Batala, Gurdaspur, Punjab 143505","31.819198,75.2072446",0721 7888 379 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Kota," Kotri Road, Opposite to Hotel Celebration, Gumanpura, Kota, Rajasthan 324007","25.1769504,75.8520625",0721 7888 098 ,07:00 AM to 08:30 PM
 Vishal Mega Mart ,Amritsar," SCO No 126 and 127, Block B, Public School, Ranjit Avenue, Near Khalsa College, Ranjit Avenue, Amritsar, Punjab 143001","31.6553369,74.862825",0721 7888 351 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Amritsar," GT Road, Marwah Marble, Area Kala Ghanupur, Cherrata Road, Modern Colony, Amritsar, Punjab 143001","31.6293267,74.8077527",0782 7933 353 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Lucknow," Dubagga Chouraha, Opposite TV Tower, Dubagga, Lucknow, Uttar Pradesh 226017","26.8740682,80.8640511",0782 7943 408 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Lucknow," Victoria Street, Tulsi Das Marg, Near Chowki Patanala Nakhass, Nakhas, Lucknow, Uttar Pradesh 226003","26.8618396,80.9089157",0721 7888 189 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Lucknow," Sitapur Road, Near Purania Flyover, Aliganj, Lucknow, Uttar Pradesh 226021","26.8999929,80.9387816",0993 5279 092 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Lucknow," Sitapur Road, Sector B, Near Engineering College Chauraha, Aliganj, Lucknow, Uttar Pradesh 226021","26.9105446,80.94828",0817 8808 962 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Lucknow," Kanpur Road, Near Bachpan School, Vijay Nagar, Lucknow, Uttar Pradesh 226023","26.7941806,80.8868832",0993 6077 766 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Lucknow," Shop No 551, JHA 32B-C, Kanpur - Lucknow Road, Ram Nagar, Alambagh, Lucknow, Uttar Pradesh 226005","26.809962,80.9000737",0721 7887 979 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Lucknow," Jagrani Chauraha, Opposite Regency Hospital, Vikas Nagar, Lucknow, Uttar Pradesh 226021","26.898172,80.9672975",0931 1713 427 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Lucknow," Shop No 23AT, Burlington Arcade Mall, Vidhan Sabha Marg, Husainganj, Lucknow, Uttar Pradesh 226001","26.8411349,80.9378303",0935 4938 568 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Lucknow," CP-1, Cp-2, Cp-3, Sector I, Lda Colony, Aashiyana Chauraha, Ashiyana, Lucknow, Uttar Pradesh 226012","26.7950346,80.9158697",0721 7888 190 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gurdaspur," Ct Palace Batala Road, Gurdaspur, Improvement Trust Colony, Gurdaspur, Punjab 143521","32.0296616,75.3916839",0721 7887 946 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Lucknow," Virat Khand Road, Chinhat, Near Chandel Hospital, Gomti Nagar, Lucknow, Uttar Pradesh 226028","26.8742436,81.0251192",0859 5918 006 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Lucknow," Plot No 15, Vijyant Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226028","26.86735,81.02521",0935 4938 570 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gurdaspur," City Centre Mall, Lower Ground Floor, Dalhousie Road, Gandhi Chowk, Pathankot, Gurdaspur, Punjab 145001","32.2727585,75.6534958",0721 7888 260 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Barabanki," Naka Paisar, Paisar Plaza, Faizabad Road, Paisar, Barabanki, Uttar Pradesh 225001","26.9279727,81.2052897",0721 7888 164 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Guna," AB Road, Near SBI Bank (GBB Branch), Radha Colony, Guna, Madhya Pradesh 473001","24.6467552,77.3139654",0828 8048 094 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bhilwara," Bioscope Mall, Ajmer Road, Subhash Nagar, Bhilwara, Rajasthan 311001","25.3679633,74.6265222",0978 4045 994 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bahraich," Nanpara Road, Near Mission Hospital, Gulamali Pura, Bahraich, Uttar Pradesh 271801","27.5836107,81.5860007",0935 4938 566 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Fatehpur," Sagar Road, Near Sai Mandir, Harihar Ganj, Fatehpur, Uttar Pradesh 212665","25.9211954,80.8111122",0817 8807 583 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Chhatarpur," Plot No 95/85, 96/86 and 97/87, Ward No 1, Jawahar Marg, Nowgong Road, Near Bus Stand, Narayanpura, Chhatarpur, Madhya Pradesh 471001","24.917612,79.583246",0935 4938 573 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Raebareli," Ahmadpur Nazool, Kanal Road, Pargana, Vikas Colony, Indira Nagar, Raebareli, Uttar Pradesh 229001","26.2181568,81.2422812",0859 5918 010 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Chittorgarh," Ghatiyawali Road, Sector 5, Gandhi Nagar, Chittorgarh, Rajasthan 312001","24.8785395,74.6345579",0992 9397 924 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Jodhpur," Shop No B1, Store 6, Chopasani Road, Near Ashok Leyland, Chopasni Housing Board, Jodhpur, Rajasthan 342003","26.269817,72.974474",0721 7887 936 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Jammu," Shop No 373, Kunjwani Chowk, Main Road, Opposite Government Tube Well, Cantonment, Jammu, Jammu and Kashmir 180010","32.6703001,74.8815817",0721 7888 124 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Jammu," Bahu Plaza Complex, Opposite LIC Building, Trikuta Nagar, Jammu, Jammu and Kashmir 180015","32.7063876,74.8733832",0721 7888 013 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Jammu," Talab Tillo Road, Near Nitco Lane, Suraj Nagar, Jammu, Jammu and Kashmir 180003","32.731657,74.8375917",0817 8024 127 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,JAMMU," JP Square, Old Janipur Main Road, Near High Court Chowk, Revenue Village, Top Sherkania, Adjoining Hdfc Bank, Janipur, JAMMU, Jammu and Kashmir 180007","32.756912,74.849885",0721 7888 300 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Neemuch," Plot No 01 and 02, Ward No 15, Firoj Sah Road, Vijay Talkies Chouraha, Neemuch, Madhya Pradesh 458441","24.460854,74.8657241",0721 7888 417 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Udhampur," MH Road, Govind Chowk, Raghunathpura, Raghunathpura, Udhampur, Jammu and Kashmir 180021","32.9272682,75.1356006",0721 7888 303 ,10:00 AM to 04:00 AM
 Vishal Mega Mart ,Faizabad," Sursari Colony, Civil Line, Civil Lines, Faizabad, Uttar Pradesh 224001","26.7724981,82.1344663",0931 5913 436 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Sultanpur," Dariypur Tiraha, Allahabad Road, Near Dariyapur Tiraha, Shastri Nagar, Sultanpur, Uttar Pradesh 228001","26.2531004,82.070859",0800 5111 122 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Mandsaur," Plot No 26 (Part), Nayapura Road, New Colony, Bhatrewas, Mandsaur, Madhya Pradesh 458002","24.0715565,75.066011",0782 7968 053 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Sagar," Makronia Square, Makronia, Near HP Petrol Pump, Padmakar Nagar, Sagar, Madhya Pradesh 470004","23.8517191,78.7916926",0721 7888 120 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Vidisha," Main Road, Civil Line, Durga Nagar, Rajeev Nagar, Vidisha, Madhya Pradesh 464001","23.5185524,77.8140737",0931 1713 429 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Udaipur," Shop No 138, 139, Machla Magra, Sector 11, Udaipur, Rajasthan 313001","24.561866,73.692837",0721 7888 146 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Satna," Venus Treasure, Behind Circuit House, Railway Colony, Satna, Madhya Pradesh 485001","24.5749871,80.8301899",0721 7887 892 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Damoh," Talkies Chouraha, Purana Thana Road, Damoh, Madiya Pangarha, Damoh, Madhya Pradesh 470661","23.8360693,79.444442",0782 7049 855 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Prayagraj," Shop No 2-A, JMD Bhawan, Stretchy Road, Civil Lines, Prayagraj, Uttar Pradesh 210001","25.4515133,81.8325472",0721 7887 988 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Prayagraj," Daud Nagar, Near Mewalal Bagiya, Opposite Hotel India, Naini, Prayagraj, Uttar Pradesh 211008","25.3932049,81.8637203",0124 4555 100 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bhopal," Berasia Road, Qazi Camp, Raj Deo Colony, Congress Nagar, Near Reliance Petrol Pump, JP Nagar, Bhopal, Madhya Pradesh 462001","23.274281,77.4026636",0124 4555 100 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Rajauri," Jawahar Nagar - Salani Link Road, National Highway 144A, Opposite PubLIC Health Engineering Department, Dalogora, Rajauri, Jammu and Kashmir 185131","33.3668627,74.3163676",0979 7644 889 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bhopal," Plot Number 1, Near Indira Press Complex, Maharana Pratap Nagar, Bhopal, Madhya Pradesh 462011","23.2368306,77.4329204",0721 7887 870 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Ujjain," Ward No 13, Building No 187 and 188, Mahidpur Road, Nagda, Ujjain, Madhya Pradesh 456335","23.457714,75.423368",0859 5918 007 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Sehore," Nirupam Yadav Trade Centre, Chanakyapuri, Avadhpuri Colony, Sehore, Madhya Pradesh 466001","23.2085147,77.1049549",0828 7947 017 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bhopal," Plot No 278 and 279, Rajharsh Road, Kolar Road, Opposite Wine Shop, Sarvdharm Colony, Bhopal, Madhya Pradesh 462042","23.1881073,77.4174309",0721 7887 879 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Rewa," SPS Mall, Village Urahat, Huzur, Tilak Nagar, Rewa, Madhya Pradesh 486001","24.5448008,81.3100036",0721 7887 875 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Katni," Ph No 42/45, Jabalpur Road, Bargawan, Beside Moon Filling Petrol Pump, Jharra Tikuriya, Katni, Madhya Pradesh 483501","23.8244098,80.384561",0782 7049 853 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Ujjain," Madhav Club Road, Adjoining Tejenkar Hospital, Freeganj, Ujjain, Madhya Pradesh 456010","23.1778044,75.7869247",0721 7888 108 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Ratlam," Deepak Picture Hall, Mahalla Aamlia, Sailana Road, Shastri Nagar, Ratlam, Madhya Pradesh 457001","23.3325937,75.036668",0721 7888 302 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Jaunpur," Pratap Colony, Olandganj Road, Near Jesis Chauraha, Husainabad, Jaunpur, Uttar Pradesh 222002","25.74229,82.68607",0893 3096 574 ,09:00 AM to 10:00 PM
 Vishal Mega Mart ,Gorakhpur," Gorakhpur - Sonauli Road, Near Anandlok Hospital, Dayanand Nagar, Gorakhpur, Uttar Pradesh 273015","26.7792398,83.3580194",0830 3008 844 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gorakhpur," Medical College Road, Mughala Chauraha, Near City Hospital, Chargawa, Gorakhpur, Uttar Pradesh 273013","26.8083849,83.3952359",0124 4555 100 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gorakhpur," Ambedkar Chowk, Kachehari Road, Bilandpur, Gorakhpur, Uttar Pradesh 273001","26.7473287,83.3729958,",0721 7888 107 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Srinagar," Srinagar Bypass Road, National Highway 1, Opposite Classic Hospital, Hyderpora, Srinagar, Jammu and Kashmir 190014","34.0462,74.78823",0700 2404 445 ,09:00 AM to 10:00 PM
 Vishal Mega Mart ,Azamgarh," Mukeriganj, Near Polytechnic Chauraha, Pura Jodhi, Azamgarh, Uttar Pradesh 276001","26.0793092,83.1880379",0798 5015 652 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Azamgarh," Gorakhpur Varanasi Marg, Marhaya, Ashok Building, Near Vodaofone Store, Civil Lines, Azamgarh, Uttar Pradesh 276001","26.0548223,83.182399",0931 5961 623 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Mirzapur," Pili Kothi, Station Road, Near Roadways Chauraha, Baraundha, Mirzapur, Uttar Pradesh 231001","25.1339854,82.5725996",0870 0279 972 ,10:00 AM to 09:00 PM
